date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:43:12	41437/41437	---M--	200	added ('OK')	image/jpeg	etag:%2259247b50-a1dd%22	http://jthemes.org/demo-admin/cubic/plugins/images/users/2.jpg	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/plugins/images/users/2.jpg	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:13	45397/45397	---M--	200	added ('OK')	image/jpeg	etag:%2259247bb6-b155%22	http://jthemes.org/demo-admin/cubic/plugins/images/users/3.jpg	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/plugins/images/users/3.jpg	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:16	73288/73288	---M--	200	added ('OK')	image/jpeg	etag:%2259247a92-11e48%22	http://jthemes.org/demo-admin/cubic/plugins/images/users/1.jpg	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/plugins/images/users/1.jpg	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:17	56515/56515	---MCZ	200	added ('OK')	text/html	etag:W/%2259419158-dcc3%22	http://jthemes.org/demo-admin/cubic/cubic-html/index2.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/index2.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:18	59603/59603	---MCZ	200	added ('OK')	text/html	etag:W/%22594191d2-e8d3%22	http://jthemes.org/demo-admin/cubic/cubic-html/index3.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/index3.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:20	46262/46262	---MCZ	200	added ('OK')	text/html	etag:W/%22594191f2-b4b6%22	http://jthemes.org/demo-admin/cubic/cubic-html/index4.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/index4.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:21	42539/42539	---MCZ	200	added ('OK')	text/html	etag:W/%225927547e-a62b%22	http://jthemes.org/demo-admin/cubic/cubic-html/products.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/products.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:22	44640/44640	---MCZ	200	added ('OK')	text/html	etag:W/%225927547e-ae60%22	http://jthemes.org/demo-admin/cubic/cubic-html/product-detail.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/product-detail.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:23	47225/47225	---MCZ	200	added ('OK')	text/html	etag:W/%225927547e-b879%22	http://jthemes.org/demo-admin/cubic/cubic-html/product-edit.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/product-edit.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:24	41571/41571	---MCZ	200	added ('OK')	text/html	etag:W/%22595ad6fc-a263%22	http://jthemes.org/demo-admin/cubic/cubic-html/product-orders.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/product-orders.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:25	42019/42019	---MCZ	200	added ('OK')	text/html	etag:W/%225927547c-a423%22	http://jthemes.org/demo-admin/cubic/cubic-html/product-cart.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/product-cart.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:27	42702/42702	---MCZ	200	added ('OK')	text/html	etag:W/%22595ad6e6-a6ce%22	http://jthemes.org/demo-admin/cubic/cubic-html/product-checkout.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/product-checkout.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:28	56839/56839	---MCZ	200	added ('OK')	text/html	etag:W/%225927548a-de07%22	http://jthemes.org/demo-admin/cubic/cubic-html/inbox.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/inbox.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:29	36936/36936	---MCZ	200	added ('OK')	text/html	etag:W/%22596d3306-9048%22	http://jthemes.org/demo-admin/cubic/cubic-html/inbox-detail.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/inbox-detail.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:30	35646/35646	---MCZ	200	added ('OK')	text/html	etag:W/%22595ad612-8b3e%22	http://jthemes.org/demo-admin/cubic/cubic-html/compose.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/compose.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:30	120023/120023	---M--	200	added ('OK')	image/jpeg	etag:%2259247c12-1d4d7%22	http://jthemes.org/demo-admin/cubic/plugins/images/users/4.jpg	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/plugins/images/users/4.jpg	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:31	59072/59072	---MCZ	200	added ('OK')	text/html	etag:W/%225952fd64-e6c0%22	http://jthemes.org/demo-admin/cubic/cubic-html/contact.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/contact.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:32	48315/48315	---MCZ	200	added ('OK')	text/html	etag:W/%2259275486-bcbb%22	http://jthemes.org/demo-admin/cubic/cubic-html/contact-detail.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/contact-detail.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:32	54405/54405	---MCZ	200	added ('OK')	text/html	etag:W/%2259275c6a-d485%22	http://jthemes.org/demo-admin/cubic/cubic-html/panels-wells.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/panels-wells.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:33	42731/42731	---MCZ	200	added ('OK')	text/html	etag:W/%225927547c-a6eb%22	http://jthemes.org/demo-admin/cubic/cubic-html/panel-ui-block.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/panel-ui-block.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:33	35735/35735	---MCZ	200	added ('OK')	text/html	etag:W/%225927547c-8b97%22	http://jthemes.org/demo-admin/cubic/cubic-html/portlet-draggable.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/portlet-draggable.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:34	65103/65103	---MCZ	200	added ('OK')	text/html	etag:W/%2259275484-fe4f%22	http://jthemes.org/demo-admin/cubic/cubic-html/buttons.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/buttons.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:34	71512/71512	---MCZ	200	added ('OK')	text/html	etag:W/%2259275482-11758%22	http://jthemes.org/demo-admin/cubic/cubic-html/tabs.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/tabs.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:34	43512/43512	---MCZ	200	added ('OK')	text/html	etag:W/%225927547a-a9f8%22	http://jthemes.org/demo-admin/cubic/cubic-html/modals.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/modals.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:35	57255/57255	---MCZ	200	added ('OK')	text/html	etag:W/%225927547e-dfa7%22	http://jthemes.org/demo-admin/cubic/cubic-html/progressbars.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/progressbars.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:35	42887/42887	---MCZ	200	added ('OK')	text/html	etag:W/%225927547a-a787%22	http://jthemes.org/demo-admin/cubic/cubic-html/notification.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/notification.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:36	39357/39357	---MCZ	200	added ('OK')	text/html	etag:W/%2259275486-99bd%22	http://jthemes.org/demo-admin/cubic/cubic-html/carousel.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/carousel.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:36	48566/48566	---MCZ	200	added ('OK')	text/html	etag:W/%2259275482-bdb6%22	http://jthemes.org/demo-admin/cubic/cubic-html/user-cards.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/user-cards.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:37	38508/38508	---MCZ	200	added ('OK')	text/html	etag:W/%2259275482-966c%22	http://jthemes.org/demo-admin/cubic/cubic-html/timeline.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/timeline.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:37	45169/45169	---MCZ	200	added ('OK')	text/html	etag:W/%2259275482-b071%22	http://jthemes.org/demo-admin/cubic/cubic-html/timeline-horizontal.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/timeline-horizontal.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:37	35829/35829	---MCZ	200	added ('OK')	text/html	etag:W/%225927547e-8bf5%22	http://jthemes.org/demo-admin/cubic/cubic-html/range-slider.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/range-slider.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:38	47342/47342	---MCZ	200	added ('OK')	text/html	etag:W/%2259275480-b8ee%22	http://jthemes.org/demo-admin/cubic/cubic-html/ribbons.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/ribbons.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:38	45103/45103	---MCZ	200	added ('OK')	text/html	etag:W/%2259275482-b02f%22	http://jthemes.org/demo-admin/cubic/cubic-html/steps.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/steps.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:39	34763/34763	---MCZ	200	added ('OK')	text/html	etag:W/%2259275480-87cb%22	http://jthemes.org/demo-admin/cubic/cubic-html/session-idle-timeout.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/session-idle-timeout.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:39	32390/32390	---MCZ	200	added ('OK')	text/html	etag:W/%2259275480-7e86%22	http://jthemes.org/demo-admin/cubic/cubic-html/session-timeout.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/session-timeout.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:40	54404/54404	---MCZ	200	added ('OK')	text/html	etag:W/%2259275484-d484%22	http://jthemes.org/demo-admin/cubic/cubic-html/bootstrap.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/bootstrap.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:40	59160/59160	---MCZ	200	added ('OK')	text/html	etag:W/%2259275488-e718%22	http://jthemes.org/demo-admin/cubic/cubic-html/form-basic.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/form-basic.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:40	94109/94109	---MCZ	200	added ('OK')	text/html	etag:W/%2259275488-16f9d%22	http://jthemes.org/demo-admin/cubic/cubic-html/form-layout.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/form-layout.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:41	50601/50601	---MCZ	200	added ('OK')	text/html	etag:W/%225927548a-c5a9%22	http://jthemes.org/demo-admin/cubic/cubic-html/icheck-control.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/icheck-control.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:41	75398/75398	---MCZ	200	added ('OK')	text/html	etag:W/%2259275488-12686%22	http://jthemes.org/demo-admin/cubic/cubic-html/form-advanced.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/form-advanced.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:42	36225/36225	---MCZ	200	added ('OK')	text/html	etag:W/%22595ad66e-8d81%22	http://jthemes.org/demo-admin/cubic/cubic-html/form-upload.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/form-upload.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:42	32540/32540	---MCZ	200	added ('OK')	text/html	etag:W/%2259275488-7f1c%22	http://jthemes.org/demo-admin/cubic/cubic-html/form-dropzone.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/form-dropzone.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:43	44427/44427	---MCZ	200	added ('OK')	text/html	etag:W/%2259275488-ad8b%22	http://jthemes.org/demo-admin/cubic/cubic-html/form-pickers.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/form-pickers.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:43	61348/61348	---MCZ	200	added ('OK')	text/html	etag:W/%2259275484-efa4%22	http://jthemes.org/demo-admin/cubic/cubic-html/basic-table.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/basic-table.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:44	94833/94833	---MCZ	200	added ('OK')	text/html	etag:W/%2259275482-17271%22	http://jthemes.org/demo-admin/cubic/cubic-html/table-layouts.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/table-layouts.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:44	102118/102118	---MCZ	200	added ('OK')	text/html	etag:W/%22595ad64c-18ee6%22	http://jthemes.org/demo-admin/cubic/cubic-html/data-table.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/data-table.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:45	39935/39935	---MCZ	200	added ('OK')	text/html	etag:W/%2259275484-9bff%22	http://jthemes.org/demo-admin/cubic/cubic-html/bootstrap-tables.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/bootstrap-tables.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:45	49686/49686	---MCZ	200	added ('OK')	text/html	etag:W/%225927547e-c216%22	http://jthemes.org/demo-admin/cubic/cubic-html/responsive-tables.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/responsive-tables.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:45	61448/61448	---MCZ	200	added ('OK')	text/html	etag:W/%22595ad65c-f008%22	http://jthemes.org/demo-admin/cubic/cubic-html/editable-tables.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/editable-tables.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:46	35716/35716	---MCZ	200	added ('OK')	text/html	etag:W/%225927547a-8b84%22	http://jthemes.org/demo-admin/cubic/cubic-html/morris-chart.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/morris-chart.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:46	38141/38141	---MCZ	200	added ('OK')	text/html	etag:W/%225927547c-94fd%22	http://jthemes.org/demo-admin/cubic/cubic-html/peity-chart.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/peity-chart.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:47	37509/37509	---MCZ	200	added ('OK')	text/html	etag:W/%22596d331a-9285%22	http://jthemes.org/demo-admin/cubic/cubic-html/knob-chart.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/knob-chart.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:47	40038/40038	---MCZ	200	added ('OK')	text/html	etag:W/%2259275480-9c66%22	http://jthemes.org/demo-admin/cubic/cubic-html/sparkline-chart.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/sparkline-chart.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:47	109625/109625	---MCZ	200	added ('OK')	text/html	etag:W/%2259275482-1ac39%22	http://jthemes.org/demo-admin/cubic/cubic-html/widgets.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/widgets.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:48	73074/73074	---MCZ	200	added ('OK')	text/html	etag:W/%2259275480-11d72%22	http://jthemes.org/demo-admin/cubic/cubic-html/simple-line.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/simple-line.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:48	114581/114581	---MCZ	200	added ('OK')	text/html	etag:W/%2259275f12-1bf95%22	http://jthemes.org/demo-admin/cubic/cubic-html/fontawesome.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/fontawesome.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:49	34076/34076	---MCZ	200	added ('OK')	text/html	etag:W/%225927547a-851c%22	http://jthemes.org/demo-admin/cubic/cubic-html/map-google.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/map-google.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:49	34133/34133	---MCZ	200	added ('OK')	text/html	etag:W/%225927547a-8555%22	http://jthemes.org/demo-admin/cubic/cubic-html/map-vector.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/map-vector.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:49	2331/2331	---MCZ	200	added ('OK')	text/html	etag:W/%22591cd3e2-91b%22	http://jthemes.org/demo-admin/cubic/cubic-html/400.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/400.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:50	2357/2357	---MCZ	200	added ('OK')	text/html	etag:W/%22591cd3ea-935%22	http://jthemes.org/demo-admin/cubic/cubic-html/403.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/403.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:50	2334/2334	---MCZ	200	added ('OK')	text/html	etag:W/%22591cd3f0-91e%22	http://jthemes.org/demo-admin/cubic/cubic-html/404.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/404.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
13:43:50	2324/2324	---MCZ	200	added ('OK')	text/html	etag:W/%22591cd3f8-914%22	http://jthemes.org/demo-admin/cubic/cubic-html/500.html	F:/4th%20Year/Intern/TempAdmin/http___jthemes.org_demo-admin_cubic_cubic-html_index.html/jthemes.org/demo-admin/cubic/cubic-html/500.html	(from http://jthemes.org/demo-admin/cubic/cubic-html/index.html)
